Fecha produccion,cantidad produccion - miles,total_volume,4046,4225,4770,total_bags,small_bags,large_bags,xlarge_bags,Tipo,year,producto
2015-01-25,1.08,116995.68,53201.66,32775.08,7822.59,23196.35,21117.47,2057.45,21.43,cantidad producida,2015,DURAZNOS ENLATADOS
2015-01-25,1.67,4847.86,350.39,3650.73,0.0,846.74,293.33,553.41,0.0,cantidad predecida,2015,DURAZNOS ENLATADOS
2015-01-25,1.02,695658.81,140914.23,422434.82,4944.79,127364.97,74743.6,52611.95,9.42,cantidad producida,2015,POLVO DE HORNEAR
2015-01-25,1.33,22502.5,4271.13,8412.17,584.78,9234.42,1202.57,8031.85,0.0,cantidad predecida,2015,POLVO DE HORNEAR
2015-02-01,0.99,70873.6,1353.9,60017.2,179.32,9323.18,9170.82,152.36,0.0,cantidad producida,2015,SALSAS KETCHUP
2015-02-01,1.83,1228.51,33.12,99.36,0.0,1096.03,1096.03,0.0,0.0,cantidad predecida,2015,SALSAS KETCHUP
2015-02-01,0.96,636771.37,553198.56,31583.38,294.94,51694.49,10553.73,41140.76,0.0,cantidad producida,2015,CEREAL AZUCARADITAS
2015-02-01,1.44,7665.7,1565.49,4210.72,0.0,1889.49,1133.33,756.16,0.0,cantidad predecida,2015,CEREAL AZUCARADITAS
2015-02-01,0.91,113578.24,67496.3,36532.33,2904.77,6644.84,4867.26,1777.58,0.0,cantidad producida,2015,GELATINA SIN SABOR
2015-02-01,1.43,1780.76,0.0,999.31,0.0,781.45,283.33,498.12,0.0,cantidad predecida,2015,GELATINA SIN SABOR
2015-02-01,1.22,490022.14,6082.88,373452.06,272.81,110214.39,109900.93,313.46,0.0,cantidad producida,2015,AVENA INSTANTANEA
2015-02-01,1.78,2943.85,12.18,1308.94,0.0,1622.73,1622.73,0.0,0.0,cantidad predecida,2015,AVENA INSTANTANEA
2015-02-01,0.85,9032180.67,4794142.14,3460743.8,177145.49,600149.24,556205.2,41203.2,2740.84,cantidad producida,2015,PUDIN DE CHOCOLATE
2015-02-01,1.11,196031.9,142332.45,41999.51,2.92,11697.02,11697.02,0.0,0.0,cantidad predecida,2015,PUDIN DE CHOCOLATE
2015-02-01,0.98,254009.7,52915.5,71209.89,80813.88,49070.43,33450.14,15620.29,0.0,cantidad producida,2015,SALSAS MAYONESA
2015-02-01,1.93,3557.34,210.49,1244.18,1457.98,644.69,644.69,0.0,0.0,cantidad predecida,2015,SALSAS MAYONESA
2015-02-01,0.91,1133491.66,50783.91,824745.44,164884.41,93077.9,89516.93,3448.62,112.35,cantidad producida,2015,PURE DE PAPAS
2015-02-01,1.52,14391.05,1363.35,11835.47,0.0,1192.23,1192.23,0.0,0.0,cantidad predecida,2015,PURE DE PAPAS
2015-02-01,0.87,216653.06,111171.46,59739.98,21795.64,23945.98,16360.12,3422.61,4163.25,cantidad producida,2015,DURAZNOS ENLATADOS
2015-02-01,1.63,4215.96,432.24,2985.02,0.0,798.7,223.33,575.37,0.0,cantidad predecida,2015,DURAZNOS ENLATADOS
2015-02-01,0.93,990211.57,217715.85,608156.34,5736.45,158602.93,90555.95,68006.59,40.39,cantidad producida,2015,POLVO DE HORNEAR
2015-02-01,1.29,27527.63,4823.79,10709.5,104.48,11889.86,1323.33,10566.53,0.0,cantidad predecida,2015,POLVO DE HORNEAR
2015-02-08,0.99,51253.97,1357.37,39111.81,163.25,10621.54,10113.1,508.44,0.0,cantidad producida,2015,SALSAS KETCHUP
2015-02-08,1.59,1770.87,27.36,152.74,0.0,1590.77,1590.77,0.0,0.0,cantidad predecida,2015,SALSAS KETCHUP
2015-02-08,1.03,433883.91,377256.38,17162.5,524.85,38940.18,18044.41,20895.77,0.0,cantidad producida,2015,CEREAL AZUCARADITAS
2015-02-08,1.29,13288.3,1716.38,8656.15,0.0,2915.77,1316.67,1599.1,0.0,cantidad predecida,2015,CEREAL AZUCARADITAS
2015-02-08,1.07,69970.75,54229.34,9647.24,3047.0,3047.17,1373.42,1673.75,0.0,cantidad producida,2015,GELATINA SIN SABOR
2015-02-08,1.35,3870.67,13.74,2832.21,0.0,1024.72,323.33,701.39,0.0,cantidad predecida,2015,GELATINA SIN SABOR
2015-02-08,1.04,609985.34,7653.19,495731.7,383.73,106216.72,105403.38,813.34,0.0,cantidad producida,2015,AVENA INSTANTANEA
2015-02-08,1.91,3098.29,15.18,948.71,0.0,2134.4,2134.4,0.0,0.0,cantidad predecida,2015,AVENA INSTANTANEA
2015-02-08,0.91,5871224.58,2908845.38,2200393.89,149458.93,612526.38,553682.71,56311.08,2532.59,cantidad producida,2015,PUDIN DE CHOCOLATE
2015-02-08,1.35,132790.41,94440.9,24587.9,0.0,13761.61,13761.61,0.0,0.0,cantidad predecida,2015,PUDIN DE CHOCOLATE
2015-02-08,1.17,150139.38,31509.41,35566.91,31778.73,51284.33,41921.3,9363.03,0.0,cantidad producida,2015,SALSAS MAYONESA
2015-02-08,1.87,4011.02,188.23,1382.91,1092.82,1347.06,1347.06,0.0,0.0,cantidad predecida,2015,SALSAS MAYONESA
2015-02-08,1.13,729325.61,28216.83,499138.28,119634.41,82336.09,78980.96,3273.2,81.93,cantidad producida,2015,PURE DE PAPAS
2015-02-08,1.78,9910.84,1224.22,6971.06,0.0,1715.56,1715.56,0.0,0.0,cantidad predecida,2015,PURE DE PAPAS
2015-02-08,0.96,128078.27,76792.99,23238.8,7652.85,20393.63,17859.26,1970.91,563.46,cantidad producida,2015,DURAZNOS ENLATADOS
2015-02-08,1.78,3483.64,285.2,2071.17,0.0,1127.27,856.67,270.6,0.0,cantidad predecida,2015,DURAZNOS ENLATADOS
2015-02-08,0.95,766576.39,153584.14,466313.49,5420.92,141257.84,92800.41,48427.25,30.18,cantidad producida,2015,POLVO DE HORNEAR
2015-02-08,1.4,22798.51,3017.93,7175.41,9.63,12595.54,2293.33,10302.21,0.0,cantidad predecida,2015,POLVO DE HORNEAR
2015-02-15,1.06,41567.62,986.66,30045.51,222.42,10313.03,9979.87,333.16,0.0,cantidad producida,2015,SALSAS KETCHUP
2015-02-15,1.81,1182.3,22.74,83.02,0.0,1076.54,1076.54,0.0,0.0,cantidad predecida,2015,SALSAS KETCHUP
2015-02-15,1.06,427391.28,364446.77,17420.41,638.18,44885.92,26727.66,18158.26,0.0,cantidad producida,2015,CEREAL AZUCARADITAS
2015-02-15,1.46,7783.29,1449.86,5216.4,0.0,1117.03,700.0,417.03,0.0,cantidad predecida,2015,CEREAL AZUCARADITAS
2015-02-15,1.14,61221.98,41547.87,7840.31,6492.94,5340.86,3647.52,1693.34,0.0,cantidad producida,2015,GELATINA SIN SABOR
2015-02-15,1.62,1308.88,11.21,891.63,0.0,406.04,166.67,239.37,0.0,cantidad predecida,2015,GELATINA SIN SABOR
2015-02-15,1.2,399883.99,3794.97,281106.45,143.41,114839.16,114283.61,555.55,0.0,cantidad producida,2015,AVENA INSTANTANEA
2015-02-15,1.91,2271.95,18.98,678.93,0.0,1574.04,1574.04,0.0,0.0,cantidad predecida,2015,AVENA INSTANTANEA
2015-02-15,0.96,5699944.93,3315163.6,1620462.13,169907.54,594411.66,544990.68,47017.93,2403.05,cantidad producida,2015,PUDIN DE CHOCOLATE
2015-02-15,1.52,116499.36,85444.97,21689.75,0.0,9364.64,9364.64,0.0,0.0,cantidad predecida,2015,PUDIN DE CHOCOLATE
2015-02-15,1.22,156798.51,28227.83,38591.73,40430.51,49548.44,40419.97,9128.47,0.0,cantidad producida,2015,SALSAS MAYONESA
2015-02-15,1.92,3125.59,219.08,1098.75,1056.49,751.27,751.27,0.0,0.0,cantidad predecida,2015,SALSAS MAYONESA
2015-02-15,1.17,726401.24,29711.82,488591.6,110446.6,97651.22,92518.95,5112.69,19.58,cantidad producida,2015,PURE DE PAPAS
2015-02-15,1.81,10575.65,948.53,8233.79,0.0,1393.33,1393.33,0.0,0.0,cantidad predecida,2015,PURE DE PAPAS
2015-02-15,1.05,106663.68,52221.93,20939.99,8939.85,24561.91,22104.1,1860.18,597.63,cantidad producida,2015,DURAZNOS ENLATADOS
2015-02-15,1.64,4283.56,374.59,2597.56,0.0,1311.41,706.67,604.74,0.0,cantidad predecida,2015,DURAZNOS ENLATADOS
2015-02-15,1.12,629074.28,116907.81,404107.32,7797.57,100261.58,80270.81,19965.51,25.26,cantidad producida,2015,POLVO DE HORNEAR
2015-02-15,1.44,19660.58,2347.47,7061.55,12.76,10238.8,953.33,9285.47,0.0,cantidad predecida,2015,POLVO DE HORNEAR
2015-02-22,1.07,45675.05,1088.38,35056.13,151.0,9379.54,9000.16,379.38,0.0,cantidad producida,2015,SALSAS KETCHUP
2015-02-22,1.82,1152.33,11.34,31.76,0.0,1109.23,1109.23,0.0,0.0,cantidad predecida,2015,SALSAS KETCHUP
2015-02-22,1.1,431308.56,369316.29,18324.76,237.47,43430.04,33423.74,10006.3,0.0,cantidad producida,2015,CEREAL AZUCARADITAS
2015-02-22,1.38,10969.92,1780.63,7973.37,0.0,1215.92,83.33,1132.59,0.0,cantidad predecida,2015,CEREAL AZUCARADITAS
2015-02-22,0.99,76836.1,50872.0,16374.74,2122.09,7467.27,7235.2,232.07,0.0,cantidad producida,2015,GELATINA SIN SABOR
2015-02-22,1.75,1081.18,1.24,813.03,0.0,266.91,260.0,6.91,0.0,cantidad predecida,2015,GELATINA SIN SABOR
2015-02-22,1.23,355432.28,3232.68,251341.3,142.33,100715.97,100498.19,217.78,0.0,cantidad producida,2015,AVENA INSTANTANEA
2015-02-22,1.74,3325.89,75.83,1062.64,0.0,2187.42,2187.42,0.0,0.0,cantidad predecida,2015,AVENA INSTANTANEA
2015-02-22,0.96,5951871.32,3210177.22,1933699.49,172675.88,635318.73,596184.9,36940.51,2193.32,cantidad producida,2015,PUDIN DE CHOCOLATE
2015-02-22,1.41,136421.88,102232.31,25715.73,0.0,8473.84,8470.51,3.33,0.0,cantidad predecida,2015,PUDIN DE CHOCOLATE
2015-02-22,1.08,201741.43,44679.57,48498.63,61590.31,46972.92,44919.71,2053.21,0.0,cantidad producida,2015,SALSAS MAYONESA
2015-02-22,1.9,3180.29,198.13,1119.06,992.87,870.23,870.23,0.0,0.0,cantidad predecida,2015,SALSAS MAYONESA
2015-02-22,1.18,773078.09,39072.26,533387.47,106178.47,94439.89,90447.44,3976.51,15.94,cantidad producida,2015,PURE DE PAPAS
2015-02-22,1.83,10235.09,511.72,8648.92,0.0,1074.45,1074.45,0.0,0.0,cantidad predecida,2015,PURE DE PAPAS
2015-02-22,1.09,114280.87,56131.64,26134.29,10603.51,21411.43,18266.69,2275.13,869.61,cantidad producida,2015,DURAZNOS ENLATADOS
2015-02-22,1.79,3933.81,589.45,2581.64,0.0,762.72,238.07,524.65,0.0,cantidad predecida,2015,DURAZNOS ENLATADOS
2015-02-22,1.0,899302.8,153410.25,584093.63,5686.33,156112.59,62564.22,93534.16,14.21,cantidad producida,2015,POLVO DE HORNEAR
2015-02-22,1.4,24794.39,4987.23,6082.18,28.78,13696.2,1180.0,12516.2,0.0,cantidad predecida,2015,POLVO DE HORNEAR
2015-03-01,0.99,55595.74,629.46,45633.34,181.49,9151.45,8986.06,165.39,0.0,cantidad producida,2015,SALSAS KETCHUP
2015-03-01,1.76,1663.35,32.82,105.25,0.0,1525.28,1525.28,0.0,0.0,cantidad predecida,2015,SALSAS KETCHUP
2015-03-01,0.99,512532.44,441544.0,21183.7,347.78,49456.96,32180.9,17273.38,2.68,cantidad producida,2015,CEREAL AZUCARADITAS
2015-03-01,1.22,16227.56,1683.31,12002.83,0.0,2541.42,0.0,2541.42,0.0,cantidad predecida,2015,CEREAL AZUCARADITAS
2015-03-01,1.06,75046.37,40578.0,23738.56,3491.83,7237.98,6478.75,759.23,0.0,cantidad producida,2015,GELATINA SIN SABOR
2015-03-01,1.68,1396.48,2.48,945.45,0.0,448.55,393.33,55.22,0.0,cantidad predecida,2015,GELATINA SIN SABOR
2015-03-01,1.11,485736.1,4106.42,383573.77,192.98,97862.93,97423.17,439.76,0.0,cantidad producida,2015,AVENA INSTANTANEA
2015-03-01,1.85,3024.12,8.47,932.5,0.0,2083.15,2083.15,0.0,0.0,cantidad predecida,2015,AVENA INSTANTANEA
2015-03-01,0.84,6700134.25,3516551.29,2460932.41,170580.54,552070.01,515386.4,34845.51,1838.1,cantidad producida,2015,PUDIN DE CHOCOLATE
2015-03-01,1.15,250298.58,178033.64,59786.79,0.0,12478.15,12478.15,0.0,0.0,cantidad predecida,2015,PUDIN DE CHOCOLATE
2015-03-01,1.18,176146.34,45465.24,40006.65,34948.86,55725.59,52873.84,2851.75,0.0,cantidad producida,2015,SALSAS MAYONESA
2015-03-01,1.9,3545.33,189.99,1371.06,1099.96,884.32,884.32,0.0,0.0,cantidad predecida,2015,SALSAS MAYONESA
2015-03-01,1.09,863391.73,24137.05,637043.16,111791.06,90420.46,88092.48,2289.01,38.97,cantidad producida,2015,PURE DE PAPAS
2015-03-01,1.82,11842.47,637.51,9823.85,0.0,1381.11,1381.11,0.0,0.0,cantidad predecida,2015,PURE DE PAPAS
2015-03-01,1.03,136795.35,55610.59,36034.55,25775.13,19375.08,13297.29,1837.6,4240.19,cantidad producida,2015,DURAZNOS ENLATADOS
2015-03-01,1.86,4054.67,397.22,2681.49,0.0,975.96,664.76,311.2,0.0,cantidad predecida,2015,DURAZNOS ENLATADOS
2015-03-01,1.03,670820.5,101528.39,487873.51,5507.38,75911.22,38246.75,37664.47,0.0,cantidad producida,2015,POLVO DE HORNEAR
2015-03-01,1.27,36086.54,15769.31,11650.03,14.93,8652.27,1970.0,6682.27,0.0,cantidad predecida,2015,POLVO DE HORNEAR
2015-03-08,1.07,40507.36,795.68,30370.64,159.05,9181.99,8827.55,354.44,0.0,cantidad producida,2015,SALSAS KETCHUP
2015-03-08,1.79,1626.32,49.73,331.14,0.0,1245.45,1245.45,0.0,0.0,cantidad predecida,2015,SALSAS KETCHUP
2015-03-08,1.1,420826.32,361559.22,15788.71,236.97,43241.42,33847.33,9394.09,0.0,cantidad producida,2015,CEREAL AZUCARADITAS
2015-03-08,1.22,16026.95,1579.22,11705.02,0.0,2742.71,0.0,2742.71,0.0,cantidad predecida,2015,CEREAL AZUCARADITAS
2015-03-08,1.14,65350.24,45879.84,7206.22,7403.75,4860.43,4860.43,0.0,0.0,cantidad producida,2015,GELATINA SIN SABOR
2015-03-08,1.5,4314.45,9.95,3799.34,0.0,505.16,253.33,251.83,0.0,cantidad predecida,2015,GELATINA SIN SABOR
2015-03-08,1.17,408403.96,3425.53,290512.65,78.96,114386.82,113811.26,575.56,0.0,cantidad producida,2015,AVENA INSTANTANEA
2015-03-08,1.91,2566.9,29.07,945.32,0.0,1592.51,1592.51,0.0,0.0,cantidad predecida,2015,AVENA INSTANTANEA
2015-03-08,0.96,5990243.89,3484274.6,1649936.05,184720.58,671312.66,642307.0,27241.05,1764.61,cantidad producida,2015,PUDIN DE CHOCOLATE
2015-03-08,1.48,108346.9,75016.11,21619.82,0.0,11710.97,11710.97,0.0,0.0,cantidad predecida,2015,PUDIN DE CHOCOLATE
2015-03-08,1.25,159386.69,29980.15,39244.64,36249.61,53912.29,52537.96,1374.33,0.0,cantidad producida,2015,SALSAS MAYONESA
2015-03-08,1.84,4143.11,215.98,1312.61,1163.42,1451.1,1451.1,0.0,0.0,cantidad predecida,2015,SALSAS MAYONESA
2015-03-08,1.18,772997.09,27489.32,523118.0,112934.4,109455.37,107215.4,2234.66,5.31,cantidad producida,2015,PURE DE PAPAS
2015-03-08,1.62,16545.05,818.74,13266.68,0.0,2459.63,2459.63,0.0,0.0,cantidad predecida,2015,PURE DE PAPAS
2015-03-08,0.95,141281.56,56323.87,37382.46,11404.82,36170.41,29553.3,5482.53,1134.58,cantidad producida,2015,DURAZNOS ENLATADOS
2015-03-08,1.84,4518.71,317.1,2943.26,7.45,1250.9,1130.31,120.59,0.0,cantidad predecida,2015,DURAZNOS ENLATADOS
2015-03-08,1.03,719792.51,118578.11,491584.39,7264.83,102365.18,54092.42,48272.76,0.0,cantidad producida,2015,POLVO DE HORNEAR
2015-03-08,1.09,70858.71,34792.41,26156.12,45.91,9864.27,2923.33,6940.94,0.0,cantidad predecida,2015,POLVO DE HORNEAR
2015-03-15,1.11,43045.79,2128.26,30447.17,99.67,10370.69,9989.59,381.1,0.0,cantidad producida,2015,SALSAS KETCHUP
2015-03-15,1.79,1473.56,19.18,164.73,0.0,1289.65,1289.65,0.0,0.0,cantidad predecida,2015,SALSAS KETCHUP
2015-03-15,1.12,399566.22,336172.08,16508.21,310.7,46575.23,34911.7,11625.94,37.59,cantidad producida,2015,CEREAL AZUCARADITAS
2015-03-15,1.19,13985.95,2004.93,9249.47,0.0,2731.55,0.0,2731.55,0.0,cantidad predecida,2015,CEREAL AZUCARADITAS
2015-03-15,1.0,65918.28,51472.29,7018.29,2981.8,4445.9,4445.9,0.0,0.0,cantidad producida,2015,GELATINA SIN SABOR
2015-03-15,1.63,1777.09,0.0,1209.68,0.0,567.41,366.67,200.74,0.0,cantidad predecida,2015,GELATINA SIN SABOR
2015-03-15,1.25,417750.36,6085.75,308996.7,111.59,102556.32,101931.87,624.45,0.0,cantidad producida,2015,AVENA INSTANTANEA
2015-03-15,1.99,1965.57,19.04,904.23,0.0,1042.3,1042.3,0.0,0.0,cantidad predecida,2015,AVENA INSTANTANEA
2015-03-15,1.06,5557163.11,2962520.41,1737353.95,194761.49,662527.26,632903.55,27625.15,1998.56,cantidad producida,2015,PUDIN DE CHOCOLATE
2015-03-15,1.52,94419.17,65441.32,21855.14,0.0,7122.71,7122.71,0.0,0.0,cantidad predecida,2015,PUDIN DE CHOCOLATE
2015-03-15,1.19,183944.05,39138.41,48595.62,43739.93,52470.09,51028.01,1442.08,0.0,cantidad producida,2015,SALSAS MAYONESA
2015-03-15,1.87,3890.97,205.39,1300.42,1102.84,1282.32,1282.32,0.0,0.0,cantidad predecida,2015,SALSAS MAYONESA
